originZip,originCity,originState,originCountry,destZip,destCity,destState,destCountry,scac,carrierName,lane,miles,originLat,originLng,destLat,destLng,equipmentTypeDesc,equipmentTypeCode,shipmentDate,lineHaul,accessorials,tax,fuel,shipper,consignee,direction
07102,Newark,NJ,US,90021,Los Angeles,CA,US,JBHT,J.B. Hunt Freight,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2026-03-15,4687.52,457.06,299.42,843.75,Globex Industries,Tyrell Depot,intercompany
80216,Denver,CO,US,60601,Chicago,IL,US,USXP,US Xpress,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2026-01-13,2418.05,0,142.66,435.25,Stark Components,Pied Piper Warehousing,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,JBHT,J.B. Hunt Freight,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-09-16,1422.84,299.47,98.92,256.11,Stark Components,Pied Piper Warehousing,intercompany
75201,Dallas,TX,US,60601,Chicago,IL,US,SWFT,Swift Logistics,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2026-06-08,1964.21,288.41,130.31,353.56,Globex Industries,Gekko Wholesale,third party
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,WERN,Werner Enterprises,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2026-05-23,2902.37,455.24,194,522.43,Soylent Goods,Massive Dynamic,outbound
98108,Seattle,WA,US,85034,Phoenix,AZ,US,KNXX,Knight Transportation,US-WA-Seattle-TO-Phoenix-AZ-US-VN,1113,47.55,-122.31,33.43,-112.04,Dry Van,VN,2026-05-14,2501.67,188.89,157.04,450.3,Wayne Distribution,Massive Dynamic,third party
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2026-01-07,2500.7,341.34,164.61,450.13,Initech Supply,Northwind Retail,intercompany
80216,Denver,CO,US,60601,Chicago,IL,US,SCNN,Schneider National,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2025-07-15,2293.24,59.04,138.25,412.78,Initech Supply,Massive Dynamic,intercompany
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,SWFT,Swift Logistics,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-04-11,3052.43,104.54,185.32,549.44,Soylent Goods,Vandelay Imports,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,KNXX,Knight Transportation,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2026-06-14,4907.9,0,289.57,883.42,Globex Industries,Northwind Retail,intercompany
33101,Miami,FL,US,85034,Phoenix,AZ,US,CRST,CRST Carriers,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-08-04,5111.3,144.21,308.78,920.03,Umbrella Foods,Northwind Retail,intercompany
07102,Newark,NJ,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2025-08-08,2393.07,467.09,164.55,430.75,Hooli Materials,Northwind Retail,outbound
75201,Dallas,TX,US,60601,Chicago,IL,US,JBHT,J.B. Hunt Freight,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2025-09-02,1615.51,0,95.32,290.79,Initech Supply,Pied Piper Warehousing,intercompany
07102,Newark,NJ,US,90021,Los Angeles,CA,US,WERN,Werner Enterprises,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-07-28,4084.58,467.54,264.37,735.22,Soylent Goods,Cyberdyne Stores,intercompany
90021,Los Angeles,CA,US,80216,Denver,CO,US,PAMT,PAM Transport,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2025-12-03,1826.28,484.55,131.98,328.73,Stark Components,Wonka Markets,inbound
07102,Newark,NJ,US,75201,Dallas,TX,US,USXP,US Xpress,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2026-05-07,4661.42,0,275.02,839.06,Hooli Materials,Gekko Wholesale,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,CRST,CRST Carriers,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-09-30,2789.59,0,164.59,502.13,Stark Components,Northwind Retail,inbound
43215,Columbus,OH,US,33101,Miami,FL,US,SCNN,Schneider National,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2026-01-04,1356.73,0,80.05,244.21,Hooli Materials,Wonka Markets,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,USXP,US Xpress,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-02-12,1840.9,355.13,126.37,331.36,Wayne Distribution,Northwind Retail,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,JBHT,J.B. Hunt Freight,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-07-25,1687.68,0,99.57,303.78,Umbrella Foods,Tyrell Depot,intercompany
07102,Newark,NJ,US,75201,Dallas,TX,US,USXP,US Xpress,US-NJ-Newark-TO-Dallas-TX-US-RF,1363,40.74,-74.17,32.78,-96.8,Reefer,RF,2025-08-07,3721.17,203.49,229.72,669.81,Soylent Goods,Tyrell Depot,outbound
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,KNXX,Knight Transportation,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-05-30,2565.39,145.79,158.65,461.77,Umbrella Foods,Northwind Retail,intercompany
98108,Seattle,WA,US,07102,Newark,NJ,US,USXP,US Xpress,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2026-04-16,5694.92,197.58,345.88,1025.09,Acme Manufacturing,Massive Dynamic,inbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,KNXX,Knight Transportation,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2026-05-24,2003.06,0,118.18,360.55,Wayne Distribution,Cyberdyne Stores,outbound
80216,Denver,CO,US,43215,Columbus,OH,US,CRST,CRST Carriers,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2026-02-06,1361.43,155.19,88.08,245.06,Wayne Distribution,Gekko Wholesale,inbound
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,JBHT,J.B. Hunt Freight,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2026-01-02,3082.69,0,181.88,554.88,Soylent Goods,Northwind Retail,intercompany
64120,Kansas City,MO,US,75201,Dallas,TX,US,JBHT,J.B. Hunt Freight,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-10-20,1327.29,191.34,87.88,238.91,Initech Supply,Vandelay Imports,outbound
85034,Phoenix,AZ,US,30303,Atlanta,GA,US,USXP,US Xpress,US-AZ-Phoenix-TO-Atlanta-GA-US-VN,1587,33.43,-112.04,33.75,-84.39,Dry Van,VN,2025-08-05,3005.89,496.5,202.17,541.06,Wayne Distribution,Massive Dynamic,third party
80216,Denver,CO,US,07102,Newark,NJ,US,PAMT,PAM Transport,US-CO-Denver-TO-Newark-NJ-US-SD,1617,39.79,-104.97,40.74,-74.17,Step Deck,SD,2025-12-10,4090.21,0,241.32,736.24,Hooli Materials,Massive Dynamic,intercompany
37210,Nashville,TN,US,85034,Phoenix,AZ,US,PAMT,PAM Transport,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2026-06-13,3331.16,275.43,210.31,599.61,Wayne Distribution,Cyberdyne Stores,outbound
37210,Nashville,TN,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2025-12-27,3796.47,114.23,229.7,683.36,Stark Components,Tyrell Depot,intercompany
80216,Denver,CO,US,37210,Nashville,TN,US,KNXX,Knight Transportation,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2025-06-20,3643.52,0,214.97,655.83,Acme Manufacturing,Northwind Retail,intercompany
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2026-02-02,3943.1,269.2,246.1,709.76,Stark Components,Cyberdyne Stores,third party
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,PAMT,PAM Transport,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-11-02,6422.54,118.71,384.87,1156.06,Soylent Goods,Vandelay Imports,intercompany
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-11-16,5514.91,0,325.38,992.68,Globex Industries,Tyrell Depot,third party
90021,Los Angeles,CA,US,80216,Denver,CO,US,SWFT,Swift Logistics,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2025-10-25,1455.75,0,85.89,262.04,Initech Supply,Northwind Retail,outbound
80216,Denver,CO,US,43215,Columbus,OH,US,WERN,Werner Enterprises,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2026-05-16,2584.41,274.67,166.21,465.19,Umbrella Foods,Vandelay Imports,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-08-03,6848.24,274.13,417.75,1232.68,Acme Manufacturing,Cyberdyne Stores,third party
07102,Newark,NJ,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-07-22,5221.91,499.38,333.06,939.94,Globex Industries,Cyberdyne Stores,intercompany
98108,Seattle,WA,US,07102,Newark,NJ,US,CRST,CRST Carriers,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2026-04-07,5779.9,340.74,358.05,1040.38,Hooli Materials,Vandelay Imports,third party
80216,Denver,CO,US,60601,Chicago,IL,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2025-09-18,2451.71,0,144.65,441.31,Initech Supply,Massive Dynamic,intercompany
80216,Denver,CO,US,37210,Nashville,TN,US,SCNN,Schneider National,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2026-03-01,3201.47,61,191.94,576.26,Stark Components,Massive Dynamic,third party
80216,Denver,CO,US,60601,Chicago,IL,US,WERN,Werner Enterprises,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2025-09-15,2851.67,433.35,189.92,513.3,Soylent Goods,Pied Piper Warehousing,intercompany
90021,Los Angeles,CA,US,80216,Denver,CO,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2026-02-05,1519.98,174.96,98.43,273.6,Initech Supply,Vandelay Imports,third party
75201,Dallas,TX,US,60601,Chicago,IL,US,KNXX,Knight Transportation,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2025-08-05,1433.13,0,84.55,257.96,Umbrella Foods,Cyberdyne Stores,third party
98108,Seattle,WA,US,90021,Los Angeles,CA,US,KNXX,Knight Transportation,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2026-05-31,1663.44,0,98.14,299.42,Wayne Distribution,Wonka Markets,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,CRST,CRST Carriers,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2025-08-16,4098.58,497.15,266.67,737.74,Wayne Distribution,Vandelay Imports,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2025-10-16,1910.99,398.12,132.65,343.98,Umbrella Foods,Gekko Wholesale,third party
80216,Denver,CO,US,43215,Columbus,OH,US,KNXX,Knight Transportation,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-08-24,4113.27,0,242.68,740.39,Wayne Distribution,Tyrell Depot,inbound
37210,Nashville,TN,US,85034,Phoenix,AZ,US,CRST,CRST Carriers,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2025-11-03,3424.58,0,202.05,616.42,Hooli Materials,Gekko Wholesale,third party
33101,Miami,FL,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2025-11-28,4861.98,0,286.86,875.16,Initech Supply,Massive Dynamic,third party
33101,Miami,FL,US,85034,Phoenix,AZ,US,SWFT,Swift Logistics,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2026-01-26,6106.91,0,360.31,1099.24,Soylent Goods,Northwind Retail,outbound
75201,Dallas,TX,US,64120,Kansas City,MO,US,PAMT,PAM Transport,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2026-04-11,856.12,233.97,62.21,154.1,Hooli Materials,Massive Dynamic,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,USXP,US Xpress,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2025-08-22,3340.83,461.36,220.18,601.35,Umbrella Foods,Northwind Retail,intercompany
64120,Kansas City,MO,US,75201,Dallas,TX,US,SWFT,Swift Logistics,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2026-03-31,1511.47,295.4,103.95,272.06,Umbrella Foods,Northwind Retail,inbound
64120,Kansas City,MO,US,90021,Los Angeles,CA,US,SCNN,Schneider National,US-MO-Kansas City-TO-Los Angeles-CA-US-SD,1358,39.13,-94.52,34.03,-118.23,Step Deck,SD,2026-01-18,4806.4,218.62,294.51,865.15,Hooli Materials,Gekko Wholesale,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,KNXX,Knight Transportation,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2025-08-27,2291.96,189.44,144.7,412.55,Acme Manufacturing,Massive Dynamic,third party
43215,Columbus,OH,US,33101,Miami,FL,US,CRST,CRST Carriers,US-OH-Columbus-TO-Miami-FL-US-HS,993,39.96,-82.99,25.78,-80.2,Hotshot,HS,2025-09-06,1650.87,287.7,111.79,297.16,Initech Supply,Gekko Wholesale,outbound
80216,Denver,CO,US,33101,Miami,FL,US,PAMT,PAM Transport,US-CO-Denver-TO-Miami-FL-US-VN,1725,39.79,-104.97,25.78,-80.2,Dry Van,VN,2025-10-31,1876.3,0,110.7,337.73,Stark Components,Vandelay Imports,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,WERN,Werner Enterprises,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2025-10-07,1298.93,229.45,88.11,233.81,Globex Industries,Wonka Markets,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,SWFT,Swift Logistics,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-05-05,1626.77,386.61,115.31,292.82,Soylent Goods,Massive Dynamic,inbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,USXP,US Xpress,US-NJ-Newark-TO-Los Angeles-CA-US-FB,2437,40.74,-74.17,34.03,-118.23,Flatbed,FB,2026-05-21,6131.36,0,361.75,1103.64,Umbrella Foods,Cyberdyne Stores,intercompany
98108,Seattle,WA,US,90021,Los Angeles,CA,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Los Angeles-CA-US-SD,958,47.55,-122.31,34.03,-118.23,Step Deck,SD,2026-04-19,2519.85,0,148.67,453.57,Acme Manufacturing,Vandelay Imports,inbound
37210,Nashville,TN,US,60601,Chicago,IL,US,PAMT,PAM Transport,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2025-06-22,1076.03,0,63.49,193.69,Wayne Distribution,Pied Piper Warehousing,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-VN,832,34.03,-118.23,39.79,-104.97,Dry Van,VN,2026-06-02,1727.1,467.99,125.3,310.88,Wayne Distribution,Tyrell Depot,inbound
64120,Kansas City,MO,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-08-17,863.82,463.35,74.13,155.49,Soylent Goods,Cyberdyne Stores,intercompany
75201,Dallas,TX,US,64120,Kansas City,MO,US,USXP,US Xpress,US-TX-Dallas-TO-Kansas City-MO-US-HS,457,32.78,-96.8,39.13,-94.52,Hotshot,HS,2025-12-30,824.22,147.68,56.01,148.36,Umbrella Foods,Cyberdyne Stores,inbound
80216,Denver,CO,US,60601,Chicago,IL,US,PAMT,PAM Transport,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2026-05-31,2318.96,350.62,154.35,417.41,Initech Supply,Vandelay Imports,intercompany
80216,Denver,CO,US,30303,Atlanta,GA,US,SWFT,Swift Logistics,US-CO-Denver-TO-Atlanta-GA-US-FB,1210,39.79,-104.97,33.75,-84.39,Flatbed,FB,2026-06-01,4291.71,165.3,261.48,772.51,Initech Supply,Wonka Markets,third party
80216,Denver,CO,US,33101,Miami,FL,US,SWFT,Swift Logistics,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2025-07-28,4881.55,0,288.01,878.68,Hooli Materials,Vandelay Imports,inbound
80216,Denver,CO,US,37210,Nashville,TN,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-01-26,1568.69,127.53,98.93,282.36,Umbrella Foods,Pied Piper Warehousing,third party
37210,Nashville,TN,US,60601,Chicago,IL,US,WERN,Werner Enterprises,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2026-02-18,857.93,0,50.62,154.43,Initech Supply,Wonka Markets,outbound
07102,Newark,NJ,US,90021,Los Angeles,CA,US,JBHT,J.B. Hunt Freight,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-08-06,4452,159.98,270.67,801.36,Acme Manufacturing,Tyrell Depot,intercompany
80216,Denver,CO,US,33101,Miami,FL,US,KNXX,Knight Transportation,US-CO-Denver-TO-Miami-FL-US-RF,1725,39.79,-104.97,25.78,-80.2,Reefer,RF,2026-01-10,6157.23,263.75,376.46,1108.3,Stark Components,Massive Dynamic,inbound
80216,Denver,CO,US,60601,Chicago,IL,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Chicago-IL-US-RF,916,39.79,-104.97,41.88,-87.63,Reefer,RF,2026-03-21,2379.49,312.97,156.04,428.31,Wayne Distribution,Cyberdyne Stores,intercompany
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2025-12-09,1199.99,397.69,90.68,216,Soylent Goods,Tyrell Depot,inbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,SCNN,Schneider National,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2026-03-22,1924.76,0,113.56,346.46,Globex Industries,Vandelay Imports,outbound
80216,Denver,CO,US,37210,Nashville,TN,US,WERN,Werner Enterprises,US-CO-Denver-TO-Nashville-TN-US-RF,1023,39.79,-104.97,36.13,-86.74,Reefer,RF,2025-07-23,2968.73,421.53,196.23,534.37,Stark Components,Tyrell Depot,inbound
64120,Kansas City,MO,US,75201,Dallas,TX,US,USXP,US Xpress,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-08-27,1415.67,202.79,93.66,254.82,Hooli Materials,Cyberdyne Stores,third party
07102,Newark,NJ,US,75201,Dallas,TX,US,PAMT,PAM Transport,US-NJ-Newark-TO-Dallas-TX-US-HS,1363,40.74,-74.17,32.78,-96.8,Hotshot,HS,2026-04-21,2454.48,223.2,155.97,441.81,Umbrella Foods,Vandelay Imports,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,USXP,US Xpress,US-CO-Denver-TO-Columbus-OH-US-HS,1163,39.79,-104.97,39.96,-82.99,Hotshot,HS,2025-10-25,2263.14,294.77,148.26,407.37,Initech Supply,Wonka Markets,third party
85034,Phoenix,AZ,US,75201,Dallas,TX,US,USXP,US Xpress,US-AZ-Phoenix-TO-Dallas-TX-US-HS,882,33.43,-112.04,32.78,-96.8,Hotshot,HS,2025-10-12,1557.69,432.86,113.55,280.38,Soylent Goods,Massive Dynamic,inbound
33101,Miami,FL,US,85034,Phoenix,AZ,US,JBHT,J.B. Hunt Freight,US-FL-Miami-TO-Phoenix-AZ-US-RF,1976,25.78,-80.2,33.43,-112.04,Reefer,RF,2026-02-26,5010.97,0,295.65,901.97,Soylent Goods,Northwind Retail,inbound
80216,Denver,CO,US,43215,Columbus,OH,US,SWFT,Swift Logistics,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2025-06-26,2397,0,141.42,431.46,Soylent Goods,Tyrell Depot,outbound
80216,Denver,CO,US,33101,Miami,FL,US,JBHT,J.B. Hunt Freight,US-CO-Denver-TO-Miami-FL-US-VN,1725,39.79,-104.97,25.78,-80.2,Dry Van,VN,2026-04-25,3617.09,176.12,222.21,651.08,Initech Supply,Tyrell Depot,intercompany
64120,Kansas City,MO,US,75201,Dallas,TX,US,KNXX,Knight Transportation,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2026-04-17,1267.67,317.82,90.68,228.18,Soylent Goods,Wonka Markets,third party
64120,Kansas City,MO,US,75201,Dallas,TX,US,USXP,US Xpress,US-MO-Kansas City-TO-Dallas-TX-US-RF,457,39.13,-94.52,32.78,-96.8,Reefer,RF,2025-09-18,1379.54,116.65,87.23,248.32,Wayne Distribution,Vandelay Imports,third party
80216,Denver,CO,US,43215,Columbus,OH,US,USXP,US Xpress,US-CO-Denver-TO-Columbus-OH-US-HS,1163,39.79,-104.97,39.96,-82.99,Hotshot,HS,2025-07-16,2315.47,173.8,145.3,416.78,Wayne Distribution,Cyberdyne Stores,intercompany
07102,Newark,NJ,US,90021,Los Angeles,CA,US,PAMT,PAM Transport,US-NJ-Newark-TO-Los Angeles-CA-US-HS,2437,40.74,-74.17,34.03,-118.23,Hotshot,HS,2025-12-05,5068.08,332.22,315.63,912.25,Soylent Goods,Vandelay Imports,outbound
90021,Los Angeles,CA,US,80216,Denver,CO,US,CRST,CRST Carriers,US-CA-Los Angeles-TO-Denver-CO-US-FB,832,34.03,-118.23,39.79,-104.97,Flatbed,FB,2025-08-22,1738.4,0,102.57,312.91,Hooli Materials,Gekko Wholesale,outbound
98108,Seattle,WA,US,07102,Newark,NJ,US,JBHT,J.B. Hunt Freight,US-WA-Seattle-TO-Newark-NJ-US-FB,2393,47.55,-122.31,40.74,-74.17,Flatbed,FB,2025-10-05,5274.23,0,311.18,949.36,Hooli Materials,Wonka Markets,third party
80216,Denver,CO,US,43215,Columbus,OH,US,USXP,US Xpress,US-CO-Denver-TO-Columbus-OH-US-FB,1163,39.79,-104.97,39.96,-82.99,Flatbed,FB,2026-02-05,3329.1,0,196.42,599.24,Wayne Distribution,Northwind Retail,inbound
37210,Nashville,TN,US,85034,Phoenix,AZ,US,CRST,CRST Carriers,US-TN-Nashville-TO-Phoenix-AZ-US-FB,1444,36.13,-86.74,33.43,-112.04,Flatbed,FB,2025-12-06,2890.66,392.07,190.15,520.32,Wayne Distribution,Cyberdyne Stores,outbound
75201,Dallas,TX,US,60601,Chicago,IL,US,CRST,CRST Carriers,US-TX-Dallas-TO-Chicago-IL-US-FB,805,32.78,-96.8,41.88,-87.63,Flatbed,FB,2026-05-28,1839.01,357.01,126.35,331.02,Hooli Materials,Massive Dynamic,third party
37210,Nashville,TN,US,60601,Chicago,IL,US,CRST,CRST Carriers,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2025-07-12,724.74,114.68,48.49,130.45,Acme Manufacturing,Vandelay Imports,intercompany
80216,Denver,CO,US,37210,Nashville,TN,US,PAMT,PAM Transport,US-CO-Denver-TO-Nashville-TN-US-HS,1023,39.79,-104.97,36.13,-86.74,Hotshot,HS,2026-06-04,1902.94,0,112.27,342.53,Acme Manufacturing,Cyberdyne Stores,outbound
98108,Seattle,WA,US,85034,Phoenix,AZ,US,SCNN,Schneider National,US-WA-Seattle-TO-Phoenix-AZ-US-VN,1113,47.55,-122.31,33.43,-112.04,Dry Van,VN,2025-07-20,2762.45,0,162.98,497.24,Initech Supply,Wonka Markets,intercompany
37210,Nashville,TN,US,60601,Chicago,IL,US,KNXX,Knight Transportation,US-TN-Nashville-TO-Chicago-IL-US-FB,400,36.13,-86.74,41.88,-87.63,Flatbed,FB,2025-11-19,948.62,0,55.97,170.75,Stark Components,Pied Piper Warehousing,inbound
90021,Los Angeles,CA,US,30303,Atlanta,GA,US,JBHT,J.B. Hunt Freight,US-CA-Los Angeles-TO-Atlanta-GA-US-RF,1932,34.03,-118.23,33.75,-84.39,Reefer,RF,2025-12-07,7038.93,251.56,427.87,1267.01,Hooli Materials,Northwind Retail,third party
